zona,SUM de PrecioActual,,habitaciones,COUNTA de titulo,,,COUNTA de titulo,zona,,,,,,,,,,,,,,,,,,,,
arganzuela,€182.141.969,,1,"14,44%",,,provincia,arganzuela,barajas,barrio-de-salamanca,carabanchel,centro,chamartin,chamberi,ciudad-lineal,fuencarral,hortaleza,latina,moncloa,moratalaz,puente-de-vallecas,retiro,san-blas,tetuan,usera,vicalvaro,villa-de-vallecas,villaverde
,,,,"Piso en avenida de la Gran Vía del Sureste, Ensanche de Vallecas - La Gavia, Madrid",€210.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de la Peseta, Pau de Carabanchel, Madrid",€420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de la Reina Victoria, 4, Bellas Vistas, Madrid",€998.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de la Reina Victoria, Vallehermoso, Madrid",€2.555.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de la Verbena de la Paloma, Los Ángeles, Madrid",€308.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de la Virgen del Carmen, Pinar del Rey, Madrid",€229.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de las Águilas, 67, Águilas, Madrid",€345.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Las Águilas, Águilas, Madrid",€189.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de las Fuerzas Armadas, Valdebebas - Valdefuentes, Madrid",€397.600,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de las Glorietas, Entrevías, Madrid",€159.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Logroño, Casco Histórico de Barajas, Madrid",€285.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Andes, 15, Conde Orgaz-Piovera, Madrid",€1.400.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Apóstoles, 11, Puerta del Ángel, Madrid",€335.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Apóstoles, Puerta del Ángel, Madrid",€305.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Arces, 1, Palomas, Madrid",€795.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Arces, 17, Palomas, Madrid",€830.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Arces, Palomas, Madrid",€1.690.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Madroños, Conde Orgaz-Piovera, Madrid",€3.670.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Prunos, Palomas, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Rosales, Butarque, Madrid",€858.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Toreros, 71, Guindalera, Madrid",€675.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de los Toreros, Guindalera, Madrid",€430.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Menéndez Pelayo, 111, Pacífico, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Menéndez Pelayo, 121, Pacífico, Madrid",€485.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Menéndez Pelayo, 4, Recoletos, Madrid",€1.650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Miraflores, Ciudad Universitaria, Madrid",€2.800.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Monforte de Lemos, 151, Pilar, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Monforte de Lemos, Pilar, Madrid",€759.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Moratalaz, 138, Media Legua, Madrid",€320.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Moratalaz, 138, Vinateros, Madrid",€320.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Moratalaz, Marroquina, Madrid",€1.379.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Moratalaz, Vinateros, Madrid",€200.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Nazaret, Niño Jesús, Madrid",€2.350.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Niceto Alcalá Zamora, 91, Sanchinarro, Madrid",€750.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Niceto Alcalá Zamora, Sanchinarro, Madrid",€1.959.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Nuestra Señora de Fátima, Vista Alegre, Madrid",€1.988.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Nuestra Señora de Valvanera, San Isidro, Madrid",€401.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Oporto, 15, Abrantes, Madrid",€152.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Oporto, Abrantes, Madrid",€286.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Oporto, Opañel, Madrid",€298.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Oporto, Puerta Bonita, Madrid",€220.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pablo Neruda, 120, Palomeras Bajas, Madrid",€318.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pablo Neruda, 87, Palomeras Bajas, Madrid",€315.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pablo Neruda, Palomeras Bajas, Madrid",€251.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pablo Neruda, Portazgo, Madrid",€269.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Palomeras, 108, Palomeras Bajas, Madrid",€180.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Palomeras, Palomeras Bajas, Madrid",€294.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Peña Prieta, 75, Numancia, Madrid",€91.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pío XII, 97, Castilla, Madrid",€1.099.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Pío XII, Castilla, Madrid",€2.045.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Portugal, 7, Puerta del Ángel, Madrid",€590.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Rafael Alberti, Palomeras sureste, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Rafaela Ybarra, 30, Zofío, Madrid",€297.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Rafaela Ybarra, 35, Pradolongo, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Rafaela Ybarra, 72, Orcasitas, Madrid",€138.600,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Rafaela Ybarra, Pradolongo, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Ramón y Cajal, 83, Bernabéu-Hispanoamérica, Madrid",€449.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Ramón y Cajal, Bernabéu-Hispanoamérica, Madrid",€1.853.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Ramón y Cajal, Colina, Madrid",€663.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de San Diego, 41, San Diego, Madrid",€140.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de San Diego, San Diego, Madrid",€482.100,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de San Fermín, 1, San Fermín, Madrid",€152.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de San Luis, 13, Pinar del Rey, Madrid",€225.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de San Luis, Pinar del Rey, Madrid",€575.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Santo Domingo de la Calzada, Las Tablas, Madrid",€290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Secundino Zuazo, 20, Valdebebas - Valdefuentes, Madrid",€1.190.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Secundino Zuazo, Valdebebas - Valdefuentes, Madrid",€775.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Trajano, Ciudad Universitaria, Madrid",€295.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Valdemarín, Valdemarín, Madrid",€2.450.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Valladolid, 37, Casa de Campo, Madrid",€810.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida de Valladolid, Casa de Campo, Madrid",€625.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Camino de Santiago, 1, Las Tablas, Madrid",€393.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Cardenal Herrera Oria, 169, Pilar, Madrid",€785.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Cardenal Herrera Oria, Tres Olivos - Valverde, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Doctor García Tapia, 208, Marroquina, Madrid",€380.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Doctor García Tapia, Horcajo, Madrid",€690.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Doctor García Tapia, Marroquina, Madrid",€485.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Ensanche de Vallecas, 83, Ensanche de Vallecas - La Gavia, Madrid",€425.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Ensanche de Vallecas, Ensanche de Vallecas - La Gavia, Madrid",€1.320.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del General Perón, 13, Cuatro Caminos, Madrid",€850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Manzanares, 60, San Isidro, Madrid",€419.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Manzanares, Los Cármenes, Madrid",€1.365.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Manzanares, San Isidro, Madrid",€375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Marqués de Corbera, 24, Ventas, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Marqués de Corbera, Ventas, Madrid",€242.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mayorazgo, 153, Ensanche de Vallecas - La Gavia, Madrid",€370.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, 43, Estrella, Madrid",€570.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, 50, Adelfas, Madrid",€525.700,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, 52, Adelfas, Madrid",€575.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, Adelfas, Madrid",€1.240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, Estrella, Madrid",€510.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Mediterráneo, Pacífico, Madrid",€2.840.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Monasterio de El Escorial, Montecarmelo, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Papa Negro, 120, Conde Orgaz-Piovera, Madrid",€1.050.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Planetario, 36, Legazpi, Madrid",€680.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Presidente Carmona, Cuatro Caminos, Madrid",€680.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Talgo, 130, Aravaca, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Talgo, Aravaca, Madrid",€2.100.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Veinticinco de Septiembre, Salvador, Madrid",€484.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Ventisquero de la Condesa, 7, Arroyo del Fresno, Madrid",€799.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida del Ventisquero de la Condesa, Arroyo del Fresno, Madrid",€620.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Doctor Federico Rubio y Galí, Bellas Vistas, Madrid",€774.575,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Donostiarra, 10, Concepción, Madrid",€350.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Donostiarra, Concepción, Madrid",€1.030.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Donostiarra, s/n, Concepción, Madrid",€260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida ensanche de Vallecas, 89, Ensanche de Vallecas - La Gavia, Madrid",€265.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida General, Casco Histórico de Barajas, Madrid",€519.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Gran Vía del Este, Valdebernardo - Valderrivas, Madrid",€329.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Manuel Fraga Iribarne, Valdebebas - Valdefuentes, Madrid",€950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Provisional Ahijones Berrocales, 62, Los Berrocales, Madrid",€787.300,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Provisional Ahijones Nueve, 90, Los Ahijones, Madrid",€660.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Real de Pinto, 55, Villaverde Alto, Madrid",€220.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Santa Eugenia, 56, Santa Eugenia, Madrid",€290.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en avenida Séptima, Rejas, Madrid",€895.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Bailen, 35, Palacio, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Barrio del Pilar, 28029, La Paz, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Basilio De Prado, s/n, Peñagrande, Madrid",€733.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Bellas Vistas, Madrid",€4.350.990,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Bernabéu-Hispanoamérica, Madrid",€69.509.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Berruguete, Madrid",€4.079.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Blanca de Navarra, 4, Almagro, Madrid",€2.847.800,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Bravo Murillo, 335, Valdeacederas, Madrid",€2.378.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Buena Vista, Madrid",€1.508.532,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en Buenavista, Buena Vista, Madrid",€300.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en c/Ballesta, 13, Malasaña-Universidad, Madrid",€850.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Abejuela, Aluche, Madrid",€245.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Abolengo, Vista Alegre, Madrid",€159.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Acentejo, 5, Pueblo Nuevo, Madrid",€370.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Acentejo, s/n, Pueblo Nuevo, Madrid",€215.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Adora, 1, San Fermín, Madrid",€159.999,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Afueras a San Roque, 1, Tres Olivos - Valverde, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle aguilon, 5, Chopera, Madrid",€420.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alagón, 20, Timón, Madrid",€156.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alagón, Timón, Madrid",€156.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Albaricoque, 11, Buena Vista, Madrid",€1.446.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alberto Palacios, 12, Villaverde Alto, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alberto Palacios, 69, Villaverde Alto, Madrid",€143.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Albuñuelas, 10, 12 de Octubre-Orcasur, Madrid",€171.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Albuñuelas, 12, 12 de Octubre-Orcasur, Madrid",€170.150,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcañiz, Timón, Madrid",€1.095.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcaraván, Los Cármenes, Madrid",€95.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcatraz, Opañel, Madrid",€377.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcatraz, s/n, Opañel, Madrid",€199.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcaudón, 47, San Isidro, Madrid",€219.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alcaudón, San Isidro, Madrid",€254.999,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Aldeanueva de la Vera, 38, Águilas, Madrid",€249.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Aldeanueva de la Vera, Águilas, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alegría de Oria, Salvador, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alejandrina Moran, Lucero, Madrid",€172.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alfredo Aleix, 15, Buena Vista, Madrid",€1.664.550,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid",€1.209.600,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alfredo Aleix, Buena Vista, Madrid",€185.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Algaba, San Isidro, Madrid",€219.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Algorta, San Isidro, Madrid",€275.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle alhambra, Lucero, Madrid",€594.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Aliseda, Puerta Bonita, Madrid",€410.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Allendesalazar, 2, Colina, Madrid",€7.381.808,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Almagro, Almagro, Madrid",€2.950.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Almazan, 27, Lucero, Madrid",€529.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Almazán, 8, Lucero, Madrid",€553.653,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Almendralejo, San Isidro, Madrid",€538.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Almonacid, Numancia, Madrid",€337.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Alondra, Vista Alegre, Madrid",€163.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Altos de Lillo, Casco Histórico de Vallecas, Madrid",€147.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Altos de Saceruela, Casco Histórico de Vallecas, Madrid",€288.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ambar, 3, Los Rosales, Madrid",€207.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Amos de Escalante, Pueblo Nuevo, Madrid",€460.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ampuero, Los Ángeles, Madrid",€227.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ana Albi, s/n, Abrantes, Madrid",€150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ana Teresa, 1, Aravaca, Madrid",€15.674.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Andújar, Puerta del Ángel, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Angelillo, 11, Palomeras sureste, Madrid",€178.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Angosta, Villaverde Alto, Madrid",€150.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Anguita, Casco Histórico de Barajas, Madrid",€330.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio Durán Tovar, Palomeras Bajas, Madrid",€168.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio Larrazabal, Conde Orgaz-Piovera, Madrid",€798.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio López Aguado, 9, La Paz, Madrid",€550.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio Prieto, 61, Zofío, Madrid",€174.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio Romero, 35, Abrantes, Madrid",€335.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antonio Vicent, Comillas, Madrid",€90.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Antoñita Jiménez, 8, Opañel, Madrid",€165.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arama, Los Ángeles, Madrid",€349.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Archiduque Alberto, Sanchinarro, Madrid",€680.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arcipreste de Hita, Gaztambide, Madrid",€860.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Ardales, 4, Aravaca, Madrid",€2.050.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arechavaleta, 28, Los Ángeles, Madrid",€179.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arechavaleta, Los Ángeles, Madrid",€406.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arenaria, Zofío, Madrid",€280.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arizónicas, 10, 12 de Octubre-Orcasur, Madrid",€170.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arroyo del Cañaveral, 105, El Cañaveral, Madrid",€349.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arte Figurativo, s/n, Ensanche de Vallecas - La Gavia, Madrid",€2.533.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arturo Soria, 161, Colina, Madrid",€4.560.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle arturo soria, 224, Atalaya, Madrid",€1.611.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle arturo soria, 261, Costillares, Madrid",€840.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arturo Soria, 98, San Pascual, Madrid",€841.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Arzobispo Morcillo, La Paz, Madrid",€1.478.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Atenas, Pavones, Madrid",€485.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Avecilla, 2, Vista Alegre, Madrid",€225.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Avelino Fernández de la Poza, 9, Entrevías, Madrid",€198.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Azagra, 14, Pinar del Rey, Madrid",€136.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Azofra, Las Tablas, Madrid",€470.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Baleares, 55, Comillas, Madrid",€240.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bandera, San Isidro, Madrid",€289.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Baracaldo, 6, Valdeacederas, Madrid",€260.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Baranoa, Pinar del Rey, Madrid",€250.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bariloche, 1, Campo de las Naciones-Corralejos, Madrid",€390.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bariloche, 7, Campo de las Naciones-Corralejos, Madrid",€375.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bausá, 13, Costillares, Madrid",€3.160.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bausa, 19, Costillares, Madrid",€468.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bausá, 19, Costillares, Madrid",€829.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bausá, Costillares, Madrid",€1.298.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Belisana, 5, Colina, Madrid",€833.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Belisana, 9, Colina, Madrid",€1.427.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Benjamín, 27, Valdeacederas, Madrid",€214.900,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Benjamín, Valdeacederas, Madrid",€248.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Bergantín, Alameda de Osuna, Madrid",€650.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Besolla, Abrantes, Madrid",€230.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Biosca, Pinar del Rey, Madrid",€135.000,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Blanca de Navarra, 4, Almagro, Madrid",€1.031.500,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Piso en calle Blasón, 13, Puerta Bonita, Madrid",€75.000,,,,,,,,,,,,,,,,,,,,,,,
